Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroup,IncomeCategory,ExperienceCategory,PromotionRiskScore,OT_Score,AttritionRiskScore
25,No,Travel_Rarely,1280,Research & Development,7,1,Medical,1,143,4,Male,64,2,1,Research Scientist,4,Married,2889,25440,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1,Young,Low Income,Beginner,3,0,6.961405330564209
24,No,Travel_Rarely,534,Research & Development,15,3,Medical,1,144,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,Y,No,15,3,3,80,0,1,5,3,1,0,0,0,Young,Low Income,Beginner,1,0,10.983106931382792
51,No,Travel_Frequently,1425,Research & Development,1,4,Medical,1,145,1,Female,33,2,3,Healthcare Representative,1,Single,7484,25440,3,Y,No,20,4,3,80,0,23,1,2,13,11,9,8,Veteran,High Income,Expert,12,0,1.8361838588989845
34,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,147,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Y,Yes,22,4,4,80,0,9,3,3,9,7,0,6,Mid,Medium Income,Intermediate,2,1,10.146361540994402
54,No,Non-Travel,164,Human Resources,26,3,Human Resources,1,148,4,Female,33,4,4,Manager,4,Single,17328,13871,2,Y,Yes,12,3,3,80,0,23,3,3,5,3,4,4,Veteran,High Income,Expert,8,1,18.577100646352726
24,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,150,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2,Young,Low Income,Intermediate,2,0,12.604902667627973
34,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,151,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0,Mid,Medium Income,Experienced,2,0,5.219755826859045
37,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3,Senior,High Income,Experienced,4,0,2.8462574044157245
34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,153,3,Female,45,2,3,Manager,1,Single,11631,5615,2,Y,No,12,3,4,80,0,14,5,3,11,10,5,8,Mid,High Income,Experienced,8,0,3.359771300833978
36,No,Travel_Frequently,1425,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,Y,No,14,3,3,80,1,10,5,3,9,7,2,8,Senior,High Income,Intermediate,5,0,6.526904908605463
36,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,3376,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0,Senior,Low Income,Intermediate,1,0,5.027336860670194
43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,1,158,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Y,Yes,12,3,4,80,2,25,3,4,20,11,4,10,Senior,High Income,Expert,8,1,18.589657409045344
30,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,Y,No,22,4,3,80,3,10,2,2,10,7,0,9,Mid,Low Income,Intermediate,1,0,15.327018752391886
33,No,Non-Travel,750,Sales,22,2,Marketing,1,160,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7,Mid,Medium Income,Intermediate,2,0,12.627074520013016
54,Yes,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,161,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,8,Y,Yes,18,3,1,80,3,7,2,3,5,4,4,3,Veteran,Medium Income,Intermediate,5,1,14.014910336490026
51,No,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,162,1,Male,51,3,4,Research Director,3,Single,17856,6462,7,Y,No,13,3,3,80,0,23,5,3,20,11,9,10,Veteran,High Income,Expert,13,0,3.5600358422939067
31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7,Mid,Medium Income,Experienced,9,1,9.620220349967596
26,No,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3,Mid,Low Income,Beginner,5,0,7.222972972972973
54,Yes,Travel_Rarely,164,Research & Development,23,4,Medical,1,165,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,Y,No,12,3,4,80,1,28,3,2,20,10,9,6,Veteran,High Income,Expert,12,0,12.469743987587277
24,Yes,Travel_Rarely,528,Sales,22,1,Marketing,1,167,4,Male,50,3,1,Sales Representative,3,Single,2097,25440,1,Y,Yes,19,3,4,80,0,1,2,2,1,0,0,0,Young,Low Income,Beginner,1,1,20.768717215069145
24,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,97,3,1,Laboratory Technician,4,Married,2523,19299,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1,Young,Low Income,Beginner,3,0,4.963535473642489
49,No,Travel_Rarely,470,Research & Development,20,4,Medical,1,170,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,10,Veteran,High Income,Experienced,7,0,11.522765341860818
43,No,Travel_Frequently,957,Research & Development,26,3,Medical,1,171,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2,Senior,Medium Income,Experienced,2,0,15.110149820637265
50,No,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1,Veteran,High Income,Experienced,5,0,7.086012163336229
31,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2,Mid,Medium Income,Beginner,4,1,17.193463478833078
41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,1,176,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7,Senior,High Income,Experienced,3,1,10.721150323604835
26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,Y,No,22,4,4,80,1,8,3,3,8,7,5,7,Mid,Low Income,Intermediate,6,0,15.899048266485384
36,No,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,3376,6,Y,No,20,4,4,80,2,7,1,3,3,2,0,1,Senior,Medium Income,Intermediate,2,0,5.023881805302571
51,Yes,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,179,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,Y,No,15,3,4,80,0,18,2,3,4,2,0,3,Veteran,High Income,Experienced,3,0,4.938967136150235
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,182,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9,Senior,Medium Income,Experienced,7,0,3.6943409013893596
25,No,Travel_Rarely,959,Sales,26,3,Life Sciences,1,183,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,2,Young,High Income,Intermediate,4,0,14.15754138210441
30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,184,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7,Mid,Medium Income,Experienced,6,1,11.075547502757209
32,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4,Mid,Medium Income,Intermediate,1,0,6.880952380952381
45,No,Travel_Rarely,1316,Research & Development,26,3,Medical,1,192,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,3,Senior,Low Income,Intermediate,1,0,15.896871378910777
38,No,Travel_Rarely,364,Research & Development,3,4,Technical Degree,1,193,4,Female,33,3,2,Research Scientist,3,Single,4317,3376,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,2,Senior,Medium Income,Experienced,4,1,8.816423442205235
30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4,Mid,Low Income,Beginner,1,0,12.799392097264437
32,No,Travel_Frequently,689,Sales,9,2,Medical,1,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7,Mid,Medium Income,Intermediate,2,0,6.6422450728363325
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2,Mid,Low Income,Intermediate,3,0,5.621098626716604
30,No,Travel_Rarely,1425,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2,Mid,Low Income,Intermediate,2,0,4.6764705882352935
41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,199,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,Y,No,13,3,2,80,1,21,2,2,7,6,7,7,Senior,High Income,Expert,11,0,5.5820382981200165
41,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,200,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4,Senior,Low Income,Intermediate,2,0,8.968275245755137
24,No,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,2,Female,79,3,1,Laboratory Technician,2,Single,2097,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,Young,Low Income,Beginner,1,0,6.268717215069146
40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,10,Senior,Medium Income,Experienced,4,0,14.784121320249778
35,No,Travel_Rarely,662,Sales,1,4,Marketing,1,204,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6,Mid,High Income,Intermediate,3,0,1.8708019191226868
53,No,Travel_Rarely,1425,Sales,6,2,Marketing,1,205,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5,Veteran,Low Income,Experienced,6,1,12.336513443191674
45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,10,Senior,Low Income,Experienced,2,0,8.75894378194208
32,No,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7,Mid,High Income,Intermediate,6,0,5.111358079573239
29,No,Non-Travel,1425,Research & Development,1,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,25440,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9,Mid,Medium Income,Intermediate,2,0,2.81535077564251
51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0,Veteran,Medium Income,Intermediate,2,0,5.130789302022179
54,No,Travel_Rarely,1145,Research & Development,9,3,Medical,1,214,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0,Veteran,Low Income,Intermediate,1,1,12.488643156007173
40,No,Travel_Rarely,630,Sales,4,4,Marketing,1,215,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,10,Senior,High Income,Experienced,5,0,2.921234454168586
34,No,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2,Mid,Low Income,Intermediate,2,0,5.482294935006723
24,No,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,Y,No,22,4,1,80,2,2,5,3,2,2,2,2,Young,Low Income,Beginner,3,0,13.804778303917349
27,No,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,57,3,1,Research Scientist,2,Divorced,2097,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2,Mid,Low Income,Intermediate,3,0,9.268717215069145
28,No,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2,Mid,Low Income,Beginner,1,0,14.185956505713232
54,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,223,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4,Veteran,High Income,Experienced,4,1,18.059434262104038
27,No,Non-Travel,1425,Research & Development,3,3,Medical,1,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1,Mid,Low Income,Beginner,1,1,10.397116134060795
50,No,Travel_Rarely,1425,Research & Development,11,3,Life Sciences,1,226,3,Female,53,3,4,Manager,2,Single,17856,17053,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4,Veteran,High Income,Expert,8,0,6.060035842293907
41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8,Senior,Low Income,Experienced,2,0,11.079967360261119
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4,Mid,High Income,Experienced,10,0,3.5616838305552605
38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7,Senior,High Income,Experienced,2,0,1.6512779184895234
32,No,Travel_Rarely,164,Research & Development,6,4,Life Sciences,1,231,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4,Mid,Low Income,Intermediate,2,0,6.291639236339697
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1,Mid,Low Income,Intermediate,2,1,16.770111183780248
24,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,3,Female,97,1,1,Sales Representative,1,Single,2325,20989,0,Y,No,21,4,1,80,0,1,5,4,1,0,0,0,Young,Low Income,Beginner,1,0,4.801075268817204
36,No,Travel_Frequently,1425,Research & Development,3,2,Medical,1,238,4,Male,33,3,1,Laboratory Technician,2,Single,2097,15062,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2,Senior,Low Income,Experienced,8,0,6.268717215069146
30,No,Non-Travel,164,Research & Development,9,3,Medical,1,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10,Mid,Low Income,Experienced,8,0,7.755208333333334
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,3,Female,33,3,2,Sales Executive,1,Divorced,5006,6319,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3,Senior,Medium Income,Intermediate,2,1,8.997602876548143
54,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2,Veteran,Medium Income,Experienced,3,1,11.349072116513977
33,No,Travel_Rarely,164,Research & Development,2,3,Life Sciences,1,242,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2,Mid,Low Income,Beginner,1,0,5.0
24,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,2,Male,47,2,1,Laboratory Technician,4,Single,2097,9241,1,Y,No,22,4,3,80,0,1,3,2,1,0,1,0,Young,Low Income,Beginner,2,0,5.768717215069146
46,No,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453,3376,1,Y,No,22,4,3,80,3,24,2,3,20,11,9,7,Veteran,High Income,Expert,12,0,1.4566631589017507
38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1,Senior,Low Income,Beginner,3,0,8.87062937062937
31,No,Travel_Rarely,164,Research & Development,12,1,Medical,1,246,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,22,4,3,80,1,7,1,3,4,2,0,2,Mid,Medium Income,Intermediate,1,1,13.54517688979384
34,No,Travel_Rarely,629,Research & Development,26,2,Medical,1,247,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,Mid,Low Income,Intermediate,2,0,17.327131112072696
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,1,248,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2,Senior,Low Income,Beginner,1,1,18.18471337579618
50,No,Travel_Rarely,328,Research & Development,1,3,Medical,1,249,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,Veteran,Medium Income,Beginner,1,0,3.210027100271003
53,No,Travel_Rarely,1084,Research & Development,13,2,Medical,1,250,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,25440,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,Veteran,Medium Income,Beginner,3,0,8.747191011235955
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,1,252,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,Mid,Low Income,Intermediate,2,0,10.62844702467344
40,No,Travel_Rarely,989,Research & Development,4,1,Medical,1,253,4,Female,46,3,4,Manager,3,Married,17856,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Senior,High Income,Expert,13,0,2.5600358422939067
54,No,Travel_Rarely,692,Research & Development,14,4,Medical,1,254,3,Male,61,4,4,Research Director,2,Single,17856,13339,8,Y,No,11,3,4,80,0,28,3,3,20,11,2,10,Veteran,High Income,Expert,6,0,7.560035842293907
34,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,256,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Mid,High Income,Intermediate,3,0,2.047449460563528
51,No,Travel_Rarely,313,Research & Development,3,3,Medical,1,258,4,Female,97,3,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,3,3,80,0,21,5,3,7,7,1,0,Veteran,High Income,Expert,5,0,2.22811999417504
52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,259,3,Male,65,2,4,Manager,3,Married,17856,5678,0,Y,No,14,3,1,80,1,28,5,3,20,11,9,9,Veteran,High Income,Expert,13,0,1.0600358422939067
27,No,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,4,Female,97,3,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,Mid,Low Income,Intermediate,1,0,8.887889425186486
35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,261,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,Mid,Medium Income,Intermediate,2,1,18.190331304935768
43,No,Non-Travel,1344,Research & Development,7,3,Medical,1,262,4,Male,37,4,1,Research Scientist,4,Divorced,2097,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Senior,Low Income,Intermediate,3,0,8.268717215069145
45,No,Non-Travel,1195,Research & Development,2,2,Medical,1,264,1,Male,65,2,4,Manager,4,Married,16792,20462,8,Y,No,22,4,4,80,1,22,1,3,20,8,9,8,Senior,High Income,Expert,13,0,1.5955216769890423
37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7,Senior,Low Income,Intermediate,2,1,18.30583613916947
35,No,Travel_Frequently,164,Research & Development,2,3,Medical,1,269,2,Female,37,3,2,Laboratory Technician,2,Single,4425,15986,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2,Mid,Medium Income,Intermediate,3,0,3.2598870056497176
42,No,Non-Travel,926,Research & Development,21,2,Medical,1,270,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2,Senior,Medium Income,Experienced,2,0,12.399335232668566
38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,271,4,Male,88,3,2,Manufacturing Director,3,Married,6553,7259,8,Y,No,14,3,2,80,0,14,3,3,1,0,0,0,Senior,High Income,Experienced,2,0,2.5260186174271326
38,No,Travel_Rarely,1084,Research & Development,26,3,Technical Degree,1,273,4,Male,54,3,2,Manufacturing Director,4,Married,6261,4185,3,Y,No,18,3,1,80,1,9,3,1,7,7,1,7,Senior,Medium Income,Intermediate,3,0,14.597188947452484
27,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,1,274,3,Male,60,2,2,Manufacturing Director,1,Married,4298,9679,5,Y,No,19,3,3,80,1,6,1,3,2,2,2,0,Mid,Medium Income,Intermediate,4,0,2.8266635644485807
49,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,275,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,23793,1,Y,Yes,15,3,1,80,2,7,1,3,7,7,1,7,Veteran,High Income,Intermediate,3,1,15.469723691945914
34,No,Travel_Frequently,878,Research & Development,10,4,Medical,1,277,4,Male,43,3,1,Research Scientist,3,Divorced,3815,5972,1,Y,Yes,17,3,4,80,1,5,4,4,5,3,2,0,Mid,Medium Income,Beginner,3,1,12.621231979030144
40,No,Travel_Rarely,905,Research & Development,19,2,Medical,1,281,3,Male,97,3,2,Laboratory Technician,4,Married,2741,16523,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7,Senior,Low Income,Experienced,5,1,18.14830353885443
38,Yes,Travel_Rarely,1180,Research & Development,26,1,Medical,1,282,2,Male,70,3,2,Healthcare Representative,1,Married,6673,11354,7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0,Senior,High Income,Experienced,2,1,19.498576352465157
29,Yes,Travel_Rarely,164,Sales,26,3,Marketing,1,283,2,Female,35,3,3,Sales Executive,4,Married,7639,24525,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,9,Mid,High Income,Intermediate,4,0,14.309071868045557
24,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,284,4,Male,60,4,1,Research Scientist,2,Divorced,2328,12392,1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2,Young,Low Income,Beginner,3,1,11.795532646048109
36,No,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,2,Female,73,3,1,Laboratory Technician,4,Single,2153,7703,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7,Senior,Low Income,Intermediate,2,0,13.644681839294009
40,No,Non-Travel,1151,Research & Development,9,4,Life Sciences,1,287,4,Male,63,2,2,Healthcare Representative,4,Married,4876,14242,8,Y,No,14,3,4,80,1,5,5,1,3,2,0,2,Senior,Medium Income,Beginner,2,0,6.550861361771944
46,No,Travel_Rarely,644,Research & Development,1,4,Medical,1,288,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3,Veteran,High Income,Experienced,3,0,1.5642826734780757
32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,1,291,4,Male,33,1,3,Sales Executive,4,Married,10400,25440,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8,Mid,High Income,Experienced,12,0,2.9615384615384617
30,No,Non-Travel,829,Research & Development,1,1,Life Sciences,1,292,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8,Mid,High Income,Experienced,8,0,1.680080245456691
27,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,293,4,Female,90,3,2,Sales Executive,3,Single,9981,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7,Mid,High Income,Intermediate,2,0,11.001903616872056
51,No,Travel_Rarely,1425,Research & Development,8,4,Life Sciences,1,296,2,Male,81,2,3,Research Director,2,Married,12490,15736,5,Y,No,16,3,4,80,2,16,5,1,10,9,4,7,Veteran,High Income,Experienced,7,0,4.800640512409928
30,Yes,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,297,4,Female,88,3,1,Research Scientist,1,Single,2657,8556,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4,Mid,Low Income,Intermediate,1,1,10.263643206624012
41,No,Travel_Rarely,896,Sales,6,3,Life Sciences,1,298,4,Female,75,3,3,Manager,4,Single,13591,14674,3,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0,Senior,High Income,Experienced,3,1,8.735781031565006
